난,이분,리뷰,가,아니다,드라마,던,영화,던,보기,가,싫다,이다,ㅋ,대단하다,신분,적,시적,소,에,지리,게,찰지다,다양하다,멘트,와,배경,에,깔다,마블리,멘트,ㅋㅋㅋ,정말,이채널,응원,하다
영향력,이,대단하다,당시,노래방,가면,옆방,에서,들리다,확률,만,천,퍼센트
송혜교,보다,저기,얼굴,뽀얗다,간호사,가,훨씬,더,예쁘다
여주,캐릭터,발암,이라,하차,함
대사,가,욀케,오그라들다,ㅋㅋ
진짜,드라마,하나,보고,지원,한,인간,들,은,ㅋㅋㅋ
이,게,ㅅㅂ,피구왕통키,수준,이다
진짜,알파,팀,증말
ㅅㅂ,웃음,만,나오다
의사,가,겁내,한가하다,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
염,미정,군생활,버라이어티,하다
고증,이,조금,이나마,유지,돼다,순간
근데,초반,에,왜,북한,군,이,독일,제로,보이다,쓰다,다른,건가
명작,이,이다,태양,의,후회
어이,가,없다,ㅋㅋ,받다,손,의,스피드,가,굉장하다,빠르다,가격,시,상당하다,치명,타,를,주다,때,저,게,가능하다
남자,한테,반하다,버리다,너무,사랑,하다,중,기형
서,대,영,중사
이떄,남자,애,들,중,에,이지,말,이다,이르다,애,들,많다
드라마,의,영향력,은,어마,어마,하다,현실,과는,좀,멀다,ㅠ,ㅠ
나라,와,국민,과,평화,와,자유,를,지키다,군인,의,신념,앞,에,모든,생명,이,존,명,하고,그,이상,넘다,가치나,이념,은,없다,신념,은,그냥,책,들,고,전쟁,터,가다,여러분,우리,말로,해보다,ㅎ,뭐,가,다르다,ㅅㅂ,애초,에,신념,가치,수준,이
아니다,다,보다,왜,또,보다,만들다
진짜,조온나,재미,지,기다,하다
